data_votacao,tipo,nome,ano,id,numero
2003-11-26,PL,PL 1840/2003,2003,130914,1840
2003-12-02,PEC,PEC 575/1998,1998,14832,575
2003-12-02,PL,PL 1840/2003,2003,130914,1840
2003-12-03,PLP,PLP 224/2001,2001,32147,224
2003-12-03,PLP,PLP 52/1999,1999,21391,52
2003-12-17,MPV,MPV 132/2003,2003,138604,132
2003-12-17,MPV,MPV 133/2003,2003,139375,133
2003-12-18,MPV,MPV 135/2003,2003,140406,135
2003-12-18,PEC,PEC 254/2000,2000,14614,254
2004-01-21,MPV,MPV 136/2003,2003,143020,136
2004-01-21,PL,PL 2401/2003,2003,140375,2401
2004-01-21,PL,PL 2546/2003,2003,144047,2546
2004-01-22,PDC,PDC 13/2003,2003,106616,13
2004-01-27,MPV,MPV 139/2003,2003,147818,139
2004-01-28,MPV,MPV 139/2003,2003,147818,139
2004-01-28,MPV,MPV 144/2003,2003,148775,144
2004-02-03,MPV,MPV 139/2003,2003,147818,139
2004-02-03,MPV,MPV 140/2003,2003,145549,140
2004-02-04,PL,PL 2401/2003,2003,140375,2401
2004-02-05,PL,PL 2401/2003,2003,140375,2401
2004-02-17,MSC,MSC 62/2004,2004,153158,62
2004-03-02,MPV,MPV 140/2003,2003,145549,140
2004-03-03,MPV,MPV 143/2003,2003,148770,143
2004-03-09,MPV,MPV 141/2003,2003,149109,141
2004-03-10,MPV,MPV 148/2003,2003,149101,148
2004-03-11,MPV,MPV 154/2003,2003,150358,154
2004-03-11,MPV,MPV 161/2004,2004,151648,161
2004-03-23,MPV,MPV 147/2003,2003,149095,147
2004-03-23,MPV,MPV 168/2004,2004,154538,168
2004-03-24,PEC,PEC 228/2004,2004,150410,228
2004-03-24,PEC,PEC 254/2000,2000,14614,254
2004-03-24,PEC,PEC 575/1998,1998,14832,575
2004-03-30,MPV,MPV 165/2004,2004,153730,165
2004-03-30,MPV,MPV 168/2004,2004,154538,168
2004-03-31,PEC,PEC 228/2004,2004,150410,228
2004-04-06,MPV,MPV 153/2003,2003,150357,153
2004-04-13,MPV,MPV 153/2003,2003,150357,153
2004-04-13,MPV,MPV 160/2003,2003,150373,160
2004-04-14,MPV,MPV 153/2003,2003,150357,153
2004-04-27,MPV,MPV 153/2003,2003,150357,153
2004-04-27,MPV,MPV 155/2003,2003,150359,155
2004-04-28,MPV,MPV 166/2004,2004,154465,166
2004-05-04,MPV,MPV 167/2004,2004,154528,167
2004-05-05,MPV,MPV 167/2004,2004,154528,167
2004-05-05,MPV,MPV 169/2004,2004,154539,169
2004-05-12,MSC,MSC 205/2004,2004,252088,205
2004-05-12,MSC,MSC 210/2004,2004,252302,210
2004-05-12,MSC,MSC 411/2003,2003,130685,411
2004-05-12,PEC,PEC 574/2002,2002,97884,574
2004-05-12,PL,PL 3476/2004,2004,251745,3476
2004-05-19,MPV,MPV 179/2004,2004,159554,179
2004-05-19,PEC,PEC 101/2003,2003,120186,101
2004-05-26,PEC,PEC 574/2002,2002,97884,574
2004-06-01,PL,PL 2399/2003,2003,140174,2399
2004-06-01,PLP,PLP 76/2003,2003,126541,76
2004-06-02,MPV,MPV 182/2004,2004,251072,182
2004-06-08,MPV,MPV 177/2004,2004,158197,177
2004-06-15,MPV,MPV 177/2004,2004,158197,177
2004-06-23,MPV,MPV 182/2004,2004,251072,182
2004-07-05,MPV,MPV 183/2004,2004,251120,183
2004-07-06,MPV,MPV 183/2004,2004,251120,183
2004-07-07,MPV,MPV 183/2004,2004,251120,183
2004-07-08,PEC,PEC 227/2004,2004,150399,227
2004-08-11,PEC,PEC 438/2001,2001,36162,438
2004-08-11,PL,PL 2399/2003,2003,140174,2399
2004-08-11,PLP,PLP 188/2004,2004,258267,188
2004-08-11,PLP,PLP 22/2003,2003,109175,22
2004-08-11,PLP,PLP 76/2003,2003,126541,76
2004-08-24,MPV,MPV 191/2004,2004,257781,191
2004-08-25,MPV,MPV 192/2004,2004,258595,192
2004-09-14,MPV,MPV 192/2004,2004,258595,192
2004-10-06,MPV,MPV 191/2004,2004,257781,191
2004-10-19,MPV,MPV 192/2004,2004,258595,192
2004-10-19,MPV,MPV 194/2004,2004,259289,194
2004-10-19,MPV,MPV 195/2004,2004,259400,195
2004-10-20,MPV,MPV 196/2004,2004,259613,196
2004-10-26,MPV,MPV 196/2004,2004,259613,196
2004-11-09,MPV,MPV 196/2004,2004,259613,196
2004-11-17,MPV,MPV 198/2004,2004,260897,198
2004-11-23,MPV,MPV 198/2004,2004,260897,198
2004-11-24,MPV,MPV 200/2004,2004,260950,200
2004-11-24,MPV,MPV 201/2004,2004,261022,201
2004-11-30,MPV,MPV 206/2004,2004,261463,206
2004-11-30,MPV,MPV 207/2004,2004,262198,207
2004-12-01,MPV,MPV 207/2004,2004,262198,207
2004-12-01,MPV,MPV 208/2004,2004,262712,208
2004-12-08,MPV,MPV 219/2004,2004,265572,219
2004-12-14,PLP,PLP 72/2003,2003,125572,72
2004-12-15,PEC,PEC 227/2004,2004,150399,227
2004-12-15,PEC,PEC 285/2004,2004,256022,285
2005-02-23,MPV,MPV 225/2004,2004,270567,225
2005-03-02,PL,PL 2401/2003,2003,140375,2401
2005-03-09,MPV,MPV 227/2004,2004,272146,227
2005-03-09,PEC,PEC 227/2004,2004,150399,227
2005-03-15,MPV,MPV 228/2004,2004,272914,228
2005-03-15,PEC,PEC 227/2004,2004,150399,227
2005-03-16,PEC,PEC 227/2004,2004,150399,227
2005-03-17,REQ,REQ 1452/2003 => PL 4846/1994,2003,147085,1452
2005-03-30,MPV,MPV 232/2004,2004,274653,232
2005-04-19,MPV,MPV 231/2004,2004,274634,231
2005-05-11,PDC,PDC 1353/2004,2004,259979,1353
2005-05-24,MPV,MPV 233/2004,2004,274654,233
2005-06-01,MPV,MPV 241/2005,2005,277133,241
2005-06-07,MPV,MPV 242/2005,2005,279507,242
2005-06-08,MPV,MPV 242/2005,2005,279507,242
2005-06-15,MPV,MPV 242/2005,2005,279507,242
2005-06-16,MPV,MPV 245/2005,2005,280978,245
2005-06-22,MPV,MPV 248/2005,2005,282740,248
2005-06-23,MPV,MPV 248/2005,2005,282740,248
2005-06-27,MPV,MPV 248/2005,2005,282740,248
2005-06-28,MPV,MPV 248/2005,2005,282740,248
2005-06-28,MPV,MPV 249/2005,2005,284567,249
2005-06-29,MPV,MPV 249/2005,2005,284567,249
2005-06-29,PRC,PRC 248/2005,2005,289038,248
2005-06-30,MPV,MPV 241/2005,2005,277133,241
2005-07-04,MPV,MPV 250/2005,2005,286611,250
2005-07-05,MPV,MPV 250/2005,2005,286611,250
2005-07-06,PDC,PDC 1274/2004,2004,252972,1274
2005-07-06,PL,PL 4955/2005,2005,279543,4955
2005-07-13,PL,PL 1144/2003,2003,117570,1144
2005-08-17,MPV,MPV 248/2005,2005,282740,248
2005-08-23,MPV,MPV 252/2005,2005,290460,252
2005-08-24,MPV,MPV 252/2005,2005,290460,252
2005-08-31,MPV,MPV 251/2005,2005,289945,251
2005-10-04,MPV,MPV 255/2005,2005,292729,255
2005-10-05,MPV,MPV 256/2005,2005,294427,256
2005-10-05,MPV,MPV 257/2005,2005,294428,257
2005-10-11,MPV,MPV 252/2005,2005,290460,252
2005-10-19,MPV,MPV 259/2005,2005,294430,259
2005-10-20,MPV,MPV 258/2005,2005,294429,258
2005-10-25,MPV,MPV 258/2005,2005,294429,258
2005-10-26,MPV,MPV 258/2005,2005,294429,258
2005-10-31,MPV,MPV 258/2005,2005,294429,258
2005-11-01,MPV,MPV 258/2005,2005,294429,258
2005-11-08,MPV,MPV 258/2005,2005,294429,258
2005-11-09,MPV,MPV 258/2005,2005,294429,258
2005-11-09,REP,REP 40/2005,2005,295338,40
2005-11-16,MPV,MPV 260/2005,2005,298221,260
2005-11-29,PL,PL 3627/2004,2004,254614,3627
2005-11-29,PL,PL 4559/2004,2004,272058,4559
2005-11-30,REP,REP 38/2005,2005,295336,38
2005-12-07,PEC,PEC 7/2003,2003,106071,7
2005-12-07,PL,PL 5524/2005,2005,292328,5524
2005-12-07,PLP,PLP 187/1997,1997,21585,187
2005-12-07,PLP,PLP 244/2005,2005,284448,244
2005-12-13,MPV,MPV 264/2005,2005,304792,264
2005-12-13,PL,PL 5524/2005,2005,292328,5524
2005-12-14,REP,REP 37/2005,2005,295143,37
2006-01-17,PDC,PDC 2075/2005,2005,309954,2075
2006-01-18,PEC,PEC 199/2003,2003,142458,199
2006-01-18,PEC,PEC 347/1996,1996,14720,347
2006-01-18,PEC,PEC 7/2003,2003,106071,7
2006-01-19,MPV,MPV 268/2005,2005,308633,268
2006-01-24,PEC,PEC 536/1997,1997,14809,536
2006-01-24,PEC,PEC 536/2006,2006,320338,536
2006-01-25,PEC,PEC 548/2002,2002,56373,548
2006-01-25,PL,PL 6272/2005,2005,307925,6272
2006-01-26,PL,PL 6272/2005,2005,307925,6272
2006-01-31,MPV,MPV 267/2005,2005,307822,267
2006-01-31,MPV,MPV 269/2005,2005,310833,269
2006-02-01,PEC,PEC 199/2003,2003,142458,199
2006-02-01,PEC,PEC 347/1996,1996,14720,347
2006-02-01,PEC,PEC 7/2003,2003,106071,7
2006-02-01,PL,PL 6272/2005,2005,307925,6272
2006-02-02,PEC,PEC 536/1997,1997,14809,536
2006-02-07,PL,PL 4428/2004,2004,269767,4428
2006-02-07,PL,PL 4776/2005,2005,275322,4776
2006-02-08,PEC,PEC 548/2002,2002,56373,548
2006-02-09,PL,PL 5855/2005,2005,298990,5855
2006-02-13,MPV,MPV 272/2005,2005,311012,272
2006-02-14,MPV,MPV 273/2005,2005,311025,273
2006-02-21,MPV,MPV 275/2005,2005,311031,275
2006-02-22,MPV,MPV 275/2005,2005,311031,275
2006-03-07,MPV,MPV 275/2005,2005,311031,275
2006-03-08,REP,REP 52/2005,2005,303317,52
2006-03-08,REP,REP 53/2005,2005,303318,53
2006-03-09,MPV,MPV 276/2006,2006,311039,276
2006-03-14,MPV,MPV 276/2006,2006,311039,276
2006-03-15,REP,REP 50/2005,2005,303315,50
2006-03-15,REP,REP 51/2005,2005,303316,51
2006-03-21,PL,PL 5855/2005,2005,298990,5855
2006-03-22,PL,PL 5855/2005,2005,298990,5855
2006-03-22,REP,REP 43/2005,2005,303307,43
2006-03-22,REP,REP 55/2005,2005,303320,55
2006-03-28,MPV,MPV 278/2006,2006,313522,278
2006-03-29,MPV,MPV 278/2006,2006,313522,278
2006-04-04,MPV,MPV 269/2005,2005,310833,269
2006-04-05,REP,REP 44/2005,2005,303309,44
2006-04-11,MPV,MPV 280/2006,2006,314558,280
2006-04-12,MPV,MPV 280/2006,2006,314558,280
2006-04-19,REP,REP 47/2005,2005,303312,47
2006-04-25,MPV,MPV 275/2005,2005,311031,275
2006-04-26,MPV,MPV 275/2005,2005,311031,275
2006-04-26,MPV,MPV 281/2006,2006,314559,281
2006-04-27,MPV,MPV 283/2006,2006,316249,283
2006-05-02,MPV,MPV 283/2006,2006,316249,283
2006-05-03,REP,REP 48/2005,2005,303313,48
2006-05-09,MPV,MPV 284/2006,2006,316491,284
2006-05-10,MPV,MPV 284/2006,2006,316491,284
2006-05-11,MPV,MPV 279/2006,2006,313707,279
2006-05-16,MPV,MPV 279/2006,2006,313707,279
2006-05-17,MPV,MPV 285/2006,2006,316493,285
2006-05-23,MPV,MPV 280/2006,2006,314558,280
2006-05-24,REP,REP 54/2005,2005,303319,54
2006-05-31,MPV,MPV 287/2006,2006,318828,287
2006-05-31,MPV,MPV 288/2006,2006,319342,288
2006-06-01,MPV,MPV 288/2006,2006,319342,288
2006-06-06,MPV,MPV 288/2006,2006,319342,288
2006-06-07,MPV,MPV 288/2006,2006,319342,288
2006-06-07,MPV,MPV 291/2006,2006,320786,291
2006-07-11,MPV,MPV 291/2006,2006,320786,291
2006-07-12,MPV,MPV 291/2006,2006,320786,291
2006-08-01,MPV,MPV 291/2006,2006,320786,291
2006-08-02,MPV,MPV 291/2006,2006,320786,291
2006-09-05,PEC,PEC 349/2001,2001,28376,349
2006-09-05,PLP,PLP 123/2004,2004,150559,123
2006-11-21,MPV,MPV 316/2006,2006,332482,316
2006-11-22,PEC,PEC 536/1997,1997,14809,536
2006-11-22,PLP,PLP 123/2004,2004,150559,123
2006-11-22,PLP,PLP 380/2006,2006,334677,380
2006-11-28,PLP,PLP 76/2003,2003,126541,76
2006-11-29,PL,PL 4591/2004,2004,272315,4591
2006-11-29,PLP,PLP 184/2004,2004,257126,184
2006-11-29,PLP,PLP 22/2003,2003,109175,22
2006-12-06,PEC,PEC 536/1997,1997,14809,536
2006-12-13,PDC,PDC 1353/2004,2004,259979,1353
2006-12-13,PLP,PLP 249/2005,2005,285867,249
2006-12-20,MPV,MPV 327/2006,2006,335039,327
2007-02-06,MPV,MPV 328/2006,2006,335178,328
2007-02-08,PDC,PDC 4/2007,2007,340260,4
2007-02-12,PL,PL 7569/2006,2006,335937,7569
2007-02-14,MPV,MPV 332/2006,2006,338066,332
2007-02-14,PL,PL 7225/2006,2006,327896,7225
2007-02-15,PL,PL 84/2007,2007,340368,84
2007-02-26,MPV,MPV 336/2006,2006,339552,336
2007-02-27,MPV,MPV 344/2007,2007,339801,344
2007-02-28,MPV,MPV 338/2006,2006,339630,338
2007-02-28,MPV,MPV 354/2007,2007,339854,354
2007-03-05,MPV,MPV 345/2007,2007,339823,345
2007-03-06,MPV,MPV 345/2007,2007,339823,345
2007-03-13,MPV,MPV 335/2006,2006,339551,335
2007-03-13,PL,PL 4125/2004,2004,264293,4125
2007-03-14,PL,PL 4125/2004,2004,264293,4125
2007-03-15,PL,PL 4125/2004,2004,264293,4125
2007-03-20,MPV,MPV 335/2006,2006,339551,335
2007-03-21,MPV,MPV 335/2006,2006,339551,335
2007-03-21,REC,REC 14/2007 => RCP 1/2007,2007,344056,14
2007-03-26,MPV,MPV 346/2007,2007,339853,346
2007-03-27,MPV,MPV 335/2006,2006,339551,335
2007-04-02,MPV,MPV 339/2006,2006,339689,339
2007-04-03,MPV,MPV 341/2006,2006,339705,341
2007-04-09,MPV,MPV 339/2006,2006,339689,339
2007-04-10,MPV,MPV 339/2006,2006,339689,339
2007-04-11,MPV,MPV 347/2007,2007,339846,347
2007-04-11,MPV,MPV 348/2007,2007,339847,348
2007-04-12,MPV,MPV 347/2007,2007,339846,347
2007-04-17,MPV,MPV 340/2006,2006,339696,340
2007-04-17,MPV,MPV 349/2007,2007,339848,349
2007-04-18,MPV,MPV 351/2007,2007,339850,351
2007-04-18,MPV,MPV 352/2007,2007,339851,352
2007-04-19,MPV,MPV 345/2007,2007,339823,345
2007-04-24,MPV,MPV 340/2006,2006,339696,340
2007-04-25,MPV,MPV 351/2007,2007,339850,351
2007-05-02,MPV,MPV 357/2007,2007,344468,357
2007-05-02,PEC,PEC 285/2004,2004,256022,285
2007-05-08,MPV,MPV 359/2007,2007,345070,359
2007-05-09,PDC,PDC 35/2007,2007,349474,35
2007-05-09,PDC,PDC 36/2007,2007,349475,36
2007-05-09,PEC,PEC 58/2007,2007,350808,58
2007-05-09,PL,PL 696/2007,2007,347832,696
2007-05-15,MPV,MPV 360/2007,2007,346697,360
2007-05-16,MPV,MPV 362/2007,2007,346782,362
2007-05-22,MPV,MPV 351/2007,2007,339850,351
2007-05-23,REC,REC 42/2007 => PL 1/2007,2007,350571,42
2007-05-29,MPV,MPV 339/2006,2006,339689,339
2007-05-30,PEC,PEC 285/2004,2004,256022,285
2007-05-30,PL,PL 1210/2007,2007,353741,1210
2007-05-30,PLP,PLP 35/2007,2007,346913,35
2007-06-04,MPV,MPV 363/2007,2007,348693,363
2007-06-05,MPV,MPV 364/2007,2007,348711,364
2007-06-12,MPV,MPV 366/2007,2007,349771,366
2007-06-13,PL,PL 1210/2007,2007,353741,1210
2007-06-14,MPV,MPV 369/2007,2007,350464,369
2007-06-19,PL,PL 7701/2006,2006,339302,7701
2007-06-20,PL,PL 7701/2006,2006,339302,7701
2007-06-26,MPV,MPV 358/2007,2007,345069,358
2007-06-26,MPV,MPV 369/2007,2007,350464,369
2007-06-27,PL,PL 1210/2007,2007,353741,1210
2007-07-03,PEC,PEC 272/2000,2000,14641,272
2007-07-03,PEC,PEC 285/2004,2004,256022,285
2007-07-03,PLP,PLP 79/2007,2007,356805,79
2007-07-10,MPV,MPV 372/2007,2007,352580,372
2007-07-11,PL,PL 1210/2007,2007,353741,1210
2007-08-07,MPV,MPV 374/2007,2007,354034,374
2007-08-14,PEC,PEC 272/2000,2000,14641,272
2007-08-14,PEC,PEC 58/2007,2007,350808,58
2007-08-14,PL,PL 1210/2007,2007,353741,1210
2007-08-14,PLP,PLP 35/2007,2007,346913,35
2007-08-15,PLP,PLP 35/2007,2007,346913,35
2007-08-21,MPV,MPV 375/2007,2007,355920,375
2007-08-22,MPV,MPV 375/2007,2007,355920,375
2007-08-23,MPV,MPV 376/2007,2007,356032,376
2007-08-29,MPV,MPV 376/2007,2007,356032,376
2007-09-04,MPV,MPV 373/2007,2007,353093,373
2007-09-05,MPV,MPV 377/2007,2007,356033,377
2007-09-11,MPV,MPV 378/2007,2007,356695,378
2007-09-12,MPV,MPV 378/2007,2007,356695,378
2007-09-12,MPV,MPV 379/2007,2007,357806,379
2007-09-13,MPV,MPV 379/2007,2007,357806,379
2007-09-18,MPV,MPV 381/2007,2007,358878,381
2007-09-19,MPV,MPV 381/2007,2007,358878,381
2007-09-19,PEC,PEC 558/2006,2006,330427,558
2007-09-25,PL,PL 2086/2007,2007,368448,2086
2007-09-26,PEC,PEC 558/2006,2006,330427,558
2007-09-27,PEC,PEC 558/2006,2006,330427,558
2007-10-02,MPV,MPV 374/2007,2007,354034,374
2007-10-02,MPV,MPV 378/2007,2007,356695,378
2007-10-03,MPV,MPV 383/2007,2007,363391,383
2007-10-04,MPV,MPV 384/2007,2007,363568,384
2007-10-08,MPV,MPV 384/2007,2007,363568,384
2007-10-09,MPV,MPV 384/2007,2007,363568,384
2007-10-09,PEC,PEC 558/2006,2006,330427,558
2007-10-10,PEC,PEC 558/2006,2006,330427,558
2007-10-16,MPV,MPV 386/2007,2007,365489,386
2007-10-17,PL,PL 1990/2007,2007,366816,1990
2007-10-17,PL,PL 2105/2007,2007,368924,2105
2007-10-18,MPV,MPV 387/2007,2007,365555,387
2007-10-23,MPV,MPV 387/2007,2007,365555,387
2007-10-24,PLP,PLP 1/2003,2003,104342,1
2007-10-25,MPV,MPV 390/2007,2007,368083,390
2007-10-31,PLP,PLP 1/2003,2003,104342,1
2007-11-06,MPV,MPV 390/2007,2007,368083,390
2007-11-06,MPV,MPV 391/2007,2007,368084,391
2007-11-06,MPV,MPV 392/2007,2007,368170,392
2007-11-13,MPV,MPV 387/2007,2007,365555,387
2007-11-20,MPV,MPV 388/2007,2007,366620,388
2007-11-21,MPV,MPV 394/2007,2007,368679,394
2007-11-27,MPV,MPV 394/2007,2007,368679,394
2008-02-13,MPV,MPV 397/2007,2007,371547,397
2008-02-19,MPV,MPV 398/2007,2007,371789,398
2008-02-21,MPV,MPV 398/2007,2007,371789,398
2008-02-26,MPV,MPV 398/2007,2007,371789,398
2008-02-27,MPV,MPV 399/2007,2007,372150,399
2008-02-27,MPV,MPV 400/2007,2007,374302,400
2008-03-05,MPV,MPV 402/2007,2007,377965,402
2008-03-11,MPV,MPV 404/2007,2007,380508,404
2008-03-11,PL,PL 1990/2007,2007,366816,1990
2008-03-18,MPV,MPV 385/2007,2007,364186,385
2008-03-19,MPV,MPV 385/2007,2007,364186,385
2008-03-25,MPV,MPV 385/2007,2007,364186,385
2008-03-26,MPV,MPV 405/2007,2007,382081,405
2008-04-01,MPV,MPV 406/2007,2007,382665,406
2008-04-02,MPV,MPV 408/2007,2007,382667,408
2008-04-08,MPV,MPV 409/2007,2007,382680,409
2008-04-10,MPV,MPV 411/2007,2007,382682,411
2008-04-22,MPV,MPV 414/2008,2008,382689,414
2008-04-22,MPV,MPV 417/2008,2008,382725,417
2008-04-23,MPV,MPV 415/2008,2008,382708,415
2008-04-29,MPV,MPV 413/2008,2008,382688,413
2008-05-06,MPV,MPV 418/2008,2008,383657,418
2008-05-07,MPV,MPV 420/2008,2008,384554,420
2008-05-07,MPV,MPV 421/2008,2008,385150,421
2008-05-08,MPV,MPV 422/2008,2008,388308,422
2008-05-13,MPV,MPV 422/2008,2008,388308,422
2008-05-13,PDC,PDC 563/2008 => MSC 711/2007,2008,394337,563
2008-05-27,PEC,PEC 333/2004,2004,269852,333
2008-05-27,PL,PL 2468/2007,2007,377706,2468
2008-05-28,MPV,MPV 410/2007,2007,382681,410
2008-05-28,MPV,MPV 424/2008,2008,391163,424
2008-05-28,PDC,PDC 563/2008 => MSC 711/2007,2008,394337,563
2008-05-28,PEC,PEC 333/2004,2004,269852,333
2008-05-28,PLP,PLP 132/2007,2007,375562,132
2008-06-03,MPV,MPV 424/2008,2008,391163,424
2008-06-04,PLP,PLP 306/2008,2008,394079,306
2008-06-10,MPV,MPV 425/2008,2008,392908,425
2008-06-10,PLP,PLP 306/2008,2008,394079,306
2008-06-11,PLP,PLP 306/2008,2008,394079,306
2008-06-17,MPV,MPV 425/2008,2008,392908,425
2008-06-18,PLP,PLP 306/2008,2008,394079,306
2008-07-01,MPV,MPV 427/2008,2008,394100,427
2008-07-15,MPV,MPV 431/2008,2008,394947,431
2008-07-16,MPV,MPV 431/2008,2008,394947,431
2008-08-04,MPV,MPV 431/2008,2008,394947,431
2008-08-05,MPV,MPV 431/2008,2008,394947,431
2008-08-05,MPV,MPV 432/2008,2008,396987,432
2008-08-06,MPV,MPV 432/2008,2008,396987,432
2008-08-12,MPV,MPV 434/2008,2008,398628,434
2008-08-12,PL,PL 3452/2008,2008,396209,3452
2008-08-13,PEC,PEC 138/2003,2003,129219,138
2008-08-13,PLP,PLP 177/2004,2004,253010,177
2008-08-13,PLP,PLP 182/2004,2004,255794,182
2008-08-13,PLP,PLP 2/2007,2007,340034,2
2008-08-20,PLP,PLP 144/2007,2007,378096,144
2008-08-20,PLP,PLP 375/2006,2006,332542,375
2008-09-02,MPV,MPV 435/2008,2008,402373,435
2008-09-03,MPV,MPV 429/2008,2008,394104,429
2008-10-07,MPV,MPV 435/2008,2008,402373,435
2008-10-14,MPV,MPV 436/2008,2008,402378,436
2008-10-29,PL,PL 3674/2008,2008,403395,3674
2008-11-04,PL,PL 3674/2008,2008,403395,3674
2008-11-12,MPV,MPV 443/2008,2008,413095,443
2008-11-12,PEC,PEC 138/2003,2003,129219,138
2008-11-13,MPV,MPV 444/2008,2008,413959,444
2008-11-18,PL,PL 940/2007,2007,350108,940
2008-11-19,PEC,PEC 511/2006,2006,313951,511
2008-11-19,REC,REC 90/2007 => PL 836/2003,2007,364579,90
2008-11-25,MPV,MPV 445/2008,2008,415049,445
2008-11-25,PEC,PEC 511/2006,2006,313951,511
2008-11-26,MPV,MPV 445/2008,2008,415049,445
2008-11-26,PEC,PEC 511/2006,2006,313951,511
2008-11-27,MPV,MPV 440/2008,2008,408452,440
2008-12-02,MPV,MPV 440/2008,2008,408452,440
2008-12-03,MPV,MPV 445/2008,2008,415049,445
2008-12-03,PEC,PEC 495/2006,2006,312135,495
2008-12-04,PEC,PEC 511/2006,2006,313951,511
2008-12-09,MPV,MPV 441/2008,2008,408453,441
2008-12-09,PEC,PEC 511/2006,2006,313951,511
2008-12-09,PLP,PLP 183/2001,2001,26523,183
2008-12-10,PEC,PEC 511/2006,2006,313951,511
2008-12-10,PLP,PLP 184/2004,2004,257126,184
2008-12-10,PLP,PLP 2/2007,2007,340034,2
2008-12-10,PRC,PRC 69/2007,2007,360580,69
2008-12-16,PEC,PEC 511/2006,2006,313951,511
2008-12-17,PDC,PDC 1345/2008,2008,421019,1345
2008-12-17,PDC,PDC 387/2007,2007,373907,387
2008-12-17,PEC,PEC 511/2006,2006,313951,511
2009-02-17,MPV,MPV 447/2008,2008,416057,447
2009-02-17,PL,PL 1825/2007,2007,363819,1825
2009-02-18,PL,PL 1664/2007,2007,360906,1664
2009-02-18,PL,PL 3021/2008,2008,387129,3021
2009-02-18,PL,PL 836/2003,2003,112893,836
2009-03-11,MPV,MPV 449/2008,2008,419290,449
2009-03-17,MPV,MPV 449/2008,2008,419290,449
2009-03-25,MPV,MPV 450/2008,2008,420066,450
2009-04-01,MPV,MPV 451/2008,2008,420746,451
2009-04-07,MPV,MPV 451/2008,2008,420746,451
2009-04-14,MPV,MPV 452/2008,2008,422455,452
2009-04-15,MPV,MPV 453/2009,2009,422643,453
2009-04-22,MPV,MPV 455/2009,2009,422684,455
2009-04-29,MPV,MPV 457/2009,2009,423427,457
2009-04-30,MPV,MPV 457/2009,2009,423427,457
2009-05-05,PLP,PLP 217/2004,2004,270010,217
2009-05-05,PLP,PLP 59/1999,1999,21400,59
2009-05-06,PL,PL 451/1995,1995,15471,451
2009-05-07,MPV,MPV 457/2009,2009,423427,457
2009-05-12,MPV,MPV 457/2009,2009,423427,457
2009-05-13,MPV,MPV 458/2009,2009,423428,458
2009-05-19,PL,PL 836/2003,2003,112893,836
2009-05-20,MPV,MPV 459/2009,2009,428043,459
2009-05-20,PEC,PEC 22/1999,1999,14271,22
2009-05-26,MPV,MPV 454/2009,2009,422683,454
2009-05-27,MPV,MPV 454/2009,2009,422683,454
2009-06-02,MPV,MPV 460/2009,2009,428250,460
2009-06-02,PEC,PEC 413/2005,2005,290450,413
2009-06-03,MPV,MPV 460/2009,2009,428250,460
2009-06-03,PEC,PEC 277/2008,2008,403508,277
2009-06-09,PL,PL 5800/2005,2005,297881,5800
2009-06-09,PL,PL 5829/2005,2005,298607,5829
2009-06-17,PL,PL 2660/1996,1996,18454,2660
2009-06-30,MSC,MSC 134/2009,2009,426554,134
2009-06-30,PL,PL 5498/2009,2009,440269,5498
2009-06-30,PLP,PLP 28/2007,2007,345552,28
2009-07-08,PL,PL 5498/2009,2009,440269,5498
2009-07-14,MPV,MPV 460/2009,2009,428250,460
2009-08-04,PL,PL 5279/2009,2009,435878,5279
2009-08-05,MPV,MPV 460/2009,2009,428250,460
2009-08-18,MPV,MPV 462/2009,2009,434563,462
2009-08-19,MPV,MPV 462/2009,2009,434563,462
2009-08-26,MPV,MPV 464/2009,2009,438197,464
2009-09-01,MPV,MPV 465/2009,2009,440177,465
2009-09-02,MPV,MPV 465/2009,2009,440177,465
2009-09-08,MPV,MPV 465/2009,2009,440177,465
2009-09-09,MPV,MPV 465/2009,2009,440177,465
2009-09-09,PEC,PEC 336/2009,2009,426299,336
2009-09-16,PEC,PEC 277/2008,2008,403508,277
2009-09-16,PEC,PEC 483/2005,2005,307814,483
2009-09-16,PL,PL 5498/2009,2009,440269,5498
2009-09-16,PL,PL 5664/2009,2009,443164,5664
2009-09-16,PL,PL 7703/2006,2006,339409,7703
2009-09-22,MPV,MPV 462/2009,2009,434563,462
2009-09-22,PEC,PEC 336/2009,2009,426299,336
2009-09-30,PEC,PEC 277/2008,2008,403508,277
2009-10-06,MPV,MPV 466/2009,2009,443158,466
2009-10-07,PEC,PEC 483/2005,2005,307814,483
2009-10-07,PLP,PLP 462/2009,2009,429836,462
2009-10-13,PEC,PEC 324/2009,2009,423585,324
2009-10-14,PL,PL 5798/2009,2009,445427,5798
2009-10-21,MPV,MPV 468/2009,2009,447734,468
2009-10-21,PL,PL 18/2007,2007,339977,18
2009-10-21,PL,PL 7703/2006,2006,339409,7703
2009-10-27,PDC,PDC 981/2008,2008,412236,981
2009-10-27,PL,PL 5312/2009,2009,436599,5312
2009-10-28,PEC,PEC 324/2009,2009,423585,324
2009-10-28,PL,PL 5245/2009,2009,434938,5245
2009-11-03,MPV,MPV 465/2009,2009,440177,465
2009-11-03,PDC,PDC 981/2008,2008,412236,981
2009-11-03,PEC,PEC 324/2009,2009,423585,324
2009-11-03,PEC,PEC 47/2003,2003,114145,47
